D2, TICKS, ALPHA, EGS, ACCURACY, PROBLEM, CHOICE
1, 30, 3/5, 2/5, 1, 23.367, 1.0849991
1, 30, 3/5, 2/5, 0, 24.414, 1.1350002
1, 30, 3/5, 2/5, 0, 22.605, 1.1350002
1, 30, 3/5, 2/5, 0, 23.636, 1.1350002
1, 30, 3/5, 2/5, 1, 21.856, 1.0849991
1, 30, 3/5, 2/5, 1, 23.795, 1.0849991
1, 30, 3/5, 2/5, 1, 20.048, 1.0849991
1, 30, 3/5, 2/5, 0, 26.08, 1.085001
1, 30, 3/5, 2/5, 0, 17.008, 1.085001
1, 30, 3/5, 1/2, 0, 28.029, 1.1350002
1, 30, 3/5, 1/2, 0, 18.335, 1.085001
1, 30, 3/5, 1/2, 0, 23.71, 1.1350002
1, 30, 3/5, 1/2, 0, 16.645, 1.0849991
1, 30, 3/5, 1/2, 0, 21.308, 1.1350002
1, 30, 3/5, 1/2, 0, 18.697, 1.1350002
1, 30, 3/5, 1/2, 0, 12.914, 1.1350002
1, 30, 3/5, 1/2, 1, 18.985, 1.0849991
1, 30, 3/5, 1/2, 1, 23.597, 1.0849991
1, 30, 3/5, 1/2, 0, 18.945, 1.1350002
1, 30, 3/5, 1/2, 1, 25.955, 1.085001
1, 30, 3/5, 1/2, 0, 28.804, 1.1349983
1, 30, 3/5, 1/2, 0, 23.912, 1.1350002
1, 30, 3/5, 1/2, 1, 21.471, 1.0849991
1, 30, 3/5, 1/2, 0, 22.315, 1.1350002
1, 30, 3/5, 1/2, 0, 25.49, 1.085001
1, 30, 3/5, 1/2, 1, 23.325, 1.1349983
1, 30, 3/5, 1/2, 0, 20.019, 1.1350002
1, 30, 3/5, 1/2, 1, 24.273, 1.1350002
1, 30, 3/5, 1/2, 0, 24.663, 1.0849991
1, 30, 4/5, 0, 0, 21.19, 1.0849991
1, 30, 4/5, 0, 0, 20.768, 1.1350002
1, 30, 4/5, 0, 1, 22.55, 1.1350002
1, 30, 4/5, 0, 1, 24.15, 1.1350002
1, 30, 4/5, 0, 1, 21.488, 1.0849991
1, 30, 4/5, 0, 0, 24.087, 1.1350002
1, 30, 4/5, 0, 1, 18.485, 1.1350002
1, 30, 4/5, 0, 0, 22.825, 1.0849991
1, 30, 4/5, 0, 1, 23.149, 1.1350002
1, 30, 4/5, 0, 0, 27.534, 1.1350002
1, 30, 4/5, 0, 0, 28.422, 1.1349983
1, 30, 4/5, 0, 0, 22.175, 1.085001
1, 30, 4/5, 0, 0, 18.535, 1.085001
1, 30, 4/5, 0, 0, 22.948, 1.1350002
1, 30, 4/5, 0, 0, 21.775, 1.1350002
1, 30, 4/5, 0, 0, 18.676, 1.1350002
1, 30, 4/5, 0, 0, 8.53, 1.1350002
1, 30, 4/5, 0, 0, 22.625, 1.1350002
1, 30, 4/5, 0, 1, 21.455, 1.1350002
1, 30, 4/5, 0, 0, 21.975, 1.1350002
1, 30, 4/5, 1/10, 0, 20.085, 1.1350002
1, 30, 4/5, 1/10, 1, 21.894, 1.1350002
1, 30, 4/5, 1/10, 0, 29.481, 1.0849991
1, 30, 4/5, 1/10, 0, 18.785, 1.1350002
1, 30, 4/5, 1/10, 1, 17.414, 1.085001
1, 30, 4/5, 1/10, 1, 26.841, 1.1350002
1, 30, 4/5, 1/10, 0, 26.17, 1.1350002
1, 30, 4/5, 1/10, 0, 25.082, 1.1349983
1, 30, 4/5, 1/10, 1, 24.309, 1.1350002
1, 30, 4/5, 1/10, 0, 19.993, 1.1350002
1, 30, 4/5, 1/10, 0, 22.976, 1.1350002
1, 30, 4/5, 1/10, 0, 21.829, 1.1350002
1, 30, 4/5, 1/10, 1, 25.526, 1.1350002
1, 30, 4/5, 1/10, 0, 17.585, 1.1350002
1, 30, 4/5, 1/10, 1, 18.075, 1.0849991
1, 30, 4/5, 1/10, 0, 22.627, 1.0849991
1, 30, 4/5, 1/10, 0, 23.09, 1.1350002
1, 30, 4/5, 1/10, 0, 24.265, 1.085001
1, 30, 4/5, 1/10, 1, 28.027, 1.1350002
1, 30, 4/5, 1/10, 1, 21.365, 1.1350002
1, 30, 4/5, 1/5, 1, 17.938, 1.1350002
1, 30, 4/5, 1/5, 0, 26.701, 1.1350002
1, 30, 4/5, 1/5, 0, 24.327, 1.1350002
1, 30, 4/5, 1/5, 0, 25.595, 1.1350002
1, 30, 4/5, 1/5, 1, 20.881, 1.1350002
1, 30, 4/5, 1/5, 0, 25.703, 1.1350002
1, 30, 4/5, 1/5, 1, 24.279, 1.1350002
1, 30, 4/5, 1/5, 0, 19.435, 1.1350002
1, 30, 4/5, 1/5, 0, 21.565, 1.0849991
1, 30, 4/5, 1/5, 0, 20.085, 1.085001
1, 30, 4/5, 1/5, 1, 24.436, 1.0849991
1, 30, 4/5, 1/5, 1, 27.065, 1.1350002
1, 30, 4/5, 1/5, 1, 20.697, 1.0849991
1, 30, 4/5, 1/5, 0, 17.385, 1.1350002
1, 30, 4/5, 1/5, 1, 17.535, 1.085001
1, 30, 4/5, 1/5, 1, 17.795, 1.1350002
1, 30, 4/5, 1/5, 1, 23.04, 1.1349983
1, 30, 4/5, 1/5, 0, 21.534, 1.1350002
1, 30, 4/5, 1/5, 1, 20.585, 1.1350002
1, 30, 4/5, 1/5, 0, 15.66, 1.1350002
1, 30, 4/5, 3/10, 1, 24.578, 1.1350002
1, 30, 4/5, 3/10, 0, 23.355, 1.1350002
1, 30, 4/5, 3/10, 0, 17.935, 1.1350002
1, 30, 4/5, 3/10, 0, 19.585, 1.1350002
1, 30, 4/5, 3/10, 0, 21.311, 1.0849991
1, 30, 4/5, 3/10, 0, 29.53, 1.1350002
1, 30, 4/5, 3/10, 0, 23.106, 1.1349983
1, 30, 4/5, 3/10, 0, 20.435, 1.1350002
1, 30, 4/5, 3/10, 0, 20.655, 1.1350002
1, 30, 4/5, 3/10, 1, 28.204, 1.1350002
1, 30, 4/5, 3/10, 1, 21.984, 1.1350002
1, 30, 4/5, 3/10, 0, 23.067, 1.1350002
1, 30, 4/5, 3/10, 1, 23.909, 1.1350002
1, 30, 4/5, 3/10, 0, 19.332, 1.1349983
1, 30, 4/5, 3/10, 0, 18.703, 1.1350002
1, 30, 4/5, 3/10, 0, 21.325, 1.1349983
1, 30, 4/5, 3/10, 1, 23.712, 1.1350002
1, 30, 4/5, 3/10, 1, 18.735, 1.1350002
1, 30, 4/5, 3/10, 0, 24.764, 1.1350002
1, 30, 4/5, 3/10, 1, 22.023, 1.1350002
1, 30, 4/5, 2/5, 0, 20.903, 1.1350002
1, 30, 4/5, 2/5, 1, 20.275, 1.1350002
1, 30, 4/5, 2/5, 1, 21.973, 1.1350002
1, 30, 4/5, 2/5, 0, 18.879, 1.1350002
1, 30, 4/5, 2/5, 1, 25.509, 1.0849991
1, 30, 4/5, 2/5, 1, 21.068, 1.1349983
1, 30, 4/5, 2/5, 1, 21.58, 1.1350002
1, 30, 4/5, 2/5, 1, 28.46, 1.1350002
1, 30, 4/5, 2/5, 0, 19.99, 1.1350002
1, 30, 4/5, 2/5, 1, 17.481, 1.1349983
1, 30, 4/5, 2/5, 0, 18.189, 1.1350002
1, 30, 4/5, 2/5, 0, 21.925, 1.1350002
1, 30, 4/5, 2/5, 1, 17.15, 1.1350002
1, 30, 4/5, 2/5, 0, 19.64, 1.1350002
1, 30, 4/5, 2/5, 0, 27.877, 1.1349983
1, 30, 4/5, 2/5, 0, 12.319, 1.1350002
1, 30, 4/5, 2/5, 1, 29.003, 1.1350002
1, 30, 4/5, 2/5, 1, 28.695, 1.1350002
1, 30, 4/5, 2/5, 1, 21.708, 1.0849991
1, 30, 4/5, 2/5, 1, 25.022, 1.1350002
1, 30, 4/5, 1/2, 0, 18.669, 1.1350002
1, 30, 4/5, 1/2, 0, 20.925, 1.1350002
1, 30, 4/5, 1/2, 1, 18.585, 1.1350002
1, 30, 4/5, 1/2, 1, 16.973, 1.085001
1, 30, 4/5, 1/2, 1, 20.925, 1.085001
1, 30, 4/5, 1/2, 1, 26.866, 1.1350002
1, 30, 4/5, 1/2, 1, 20.793, 1.1350002
1, 30, 4/5, 1/2, 0, 21.362, 1.1350002
1, 30, 4/5, 1/2, 1, 27.077, 1.1350002
1, 30, 4/5, 1/2, 1, 27.412, 1.1350002
1, 30, 4/5, 1/2, 1, 29.405, 1.0849991
1, 30, 4/5, 1/2, 0, 23.638, 1.1350002
1, 30, 4/5, 1/2, 0, 20.625, 1.1350002
1, 30, 4/5, 1/2, 1, 20.516, 1.1349983
1, 30, 4/5, 1/2, 0, 24.654, 1.085001
1, 30, 4/5, 1/2, 0, 23.749, 1.0849991
1, 30, 4/5, 1/2, 1, 20.636, 1.085001
1, 30, 4/5, 1/2, 1, 23.995, 1.1349983
1, 30, 4/5, 1/2, 0, 19.219, 1.085001
1, 30, 4/5, 1/2, 0, 28.143, 1.1350002
1, 35, 0, 0, 1, 22.392, 1.1350002
1, 35, 0, 0, 1, 27.152, 1.1350002
1, 35, 0, 0, 0, 25.194, 1.1350002
1, 35, 0, 0, 1, 22.325, 1.1349983
1, 35, 0, 0, 1, 19.175, 1.085001
1, 35, 0, 0, 1, 21.651, 1.1350002
1, 35, 0, 0, 1, 21.542, 1.1350002
1, 35, 0, 0, 1, 18.054, 1.1349983
1, 35, 0, 0, 1, 25.149, 1.0849991
1, 35, 0, 0, 0, 24.365, 1.1350002
1, 35, 0, 0, 1, 15.215, 1.0849991
1, 35, 0, 0, 1, 16.295, 1.1350002
1, 35, 0, 0, 1, 22.153, 1.1350002
1, 35, 0, 0, 1, 21.763, 1.1350002
1, 35, 0, 0, 1, 25.768, 1.1350002
1, 35, 0, 0, 0, 28.403, 1.1350002
1, 35, 0, 0, 1, 20.883, 1.1350002
1, 35, 0, 0, 0, 18.94, 1.1350002
1, 35, 0, 0, 0, 18.072, 1.1350002
1, 35, 0, 0, 0, 29.253, 1.1350002
1, 35, 0, 1/10, 1, 18.785, 1.1350002
1, 35, 0, 1/10, 1, 31.216, 1.1350021
1, 35, 0, 1/10, 0, 20.319, 1.1350002
1, 35, 0, 1/10, 1, 30.849, 1.1350002
1, 35, 0, 1/10, 1, 29.983, 1.1350002
1, 35, 0, 1/10, 1, 20.413, 1.1350002
1, 35, 0, 1/10, 1, 16.022, 1.1350002
1, 35, 0, 1/10, 0, 20.344, 1.1350002
1, 35, 0, 1/10, 1, 26.514, 1.1350002
1, 35, 0, 1/10, 0, 21.408, 1.1349983
1, 35, 0, 1/10, 1, 30.782, 1.1350002
1, 35, 0, 1/10, 1, 23.384, 1.1349983
1, 35, 0, 1/10, 1, 24.125, 1.0849991
1, 35, 0, 1/10, 0, 25.85, 1.1350002
1, 35, 0, 1/10, 1, 28.584, 1.1350002
1, 35, 0, 1/10, 1, 24.745, 1.1349983
1, 35, 0, 1/10, 1, 22.239, 1.0849991
1, 35, 0, 1/10, 0, 33.742, 1.1349983
1, 35, 0, 1/10, 1, 24.376, 1.085001
1, 35, 0, 1/10, 0, 20.386, 1.1350002
1, 35, 0, 1/5, 1, 21.312, 1.1350002
1, 35, 0, 1/5, 0, 22.151, 1.1350002
1, 35, 0, 1/5, 1, 22.562, 1.1350002
1, 35, 0, 1/5, 1, 19.002, 1.1349983
1, 35, 0, 1/5, 1, 25.931, 1.085001
1, 35, 0, 1/5, 1, 26.37, 1.1349983
1, 35, 0, 1/5, 1, 25.248, 1.1350002
1, 35, 0, 1/5, 1, 26.052, 1.1350002
1, 35, 0, 1/5, 0, 27.811, 1.1349983
1, 35, 0, 1/5, 0, 20.235, 1.1350002
1, 35, 0, 1/5, 1, 34.643, 1.0849991
1, 35, 0, 1/5, 0, 24.929, 1.1349983
1, 35, 0, 1/5, 1, 14.68, 1.1350002
1, 35, 0, 1/5, 0, 20.885, 1.1350002
1, 35, 0, 1/5, 0, 27.282, 1.085001
1, 35, 0, 1/5, 0, 25.28, 1.0849991
1, 35, 0, 1/5, 0, 21.135, 1.0849991
1, 35, 0, 1/5, 1, 20.036, 1.1350002
1, 35, 0, 1/5, 1, 24.42, 1.1350002
1, 35, 0, 1/5, 0, 18.328, 1.085001
1, 35, 0, 3/10, 1, 16.951, 1.0849991
1, 35, 0, 3/10, 1, 27.215, 1.1350002
1, 35, 0, 3/10, 0, 23.471, 1.0849991
1, 35, 0, 3/10, 0, 28.492, 1.1350002
1, 35, 0, 3/10, 0, 19.425, 1.1350002
1, 35, 0, 3/10, 1, 20.534, 1.1350002
1, 35, 0, 3/10, 0, 13.823, 1.1350002
1, 35, 0, 3/10, 1, 22.031, 1.1350002
1, 35, 0, 3/10, 0, 16.859, 1.1350002
1, 35, 0, 3/10, 0, 11.12, 1.085
1, 35, 0, 3/10, 1, 25.742, 1.1350002
1, 35, 0, 3/10, 1, 22.155, 1.0849991
1, 35, 0, 3/10, 1, 30.126, 1.1350021
1, 35, 0, 3/10, 0, 19.935, 1.1350002
1, 35, 0, 3/10, 1, 22.909, 1.0849991
1, 35, 0, 3/10, 0, 23.109, 1.1350002
1, 35, 0, 3/10, 1, 22.853, 1.1350002
1, 35, 0, 3/10, 0, 26.215, 1.1350002
1, 35, 0, 3/10, 1, 14.19, 1.085
1, 35, 0, 3/10, 0, 21.561, 1.1349983
1, 35, 0, 2/5, 1, 26.005, 1.085001
1, 35, 0, 2/5, 0, 19.341, 1.1350002
1, 35, 0, 2/5, 1, 19.854, 1.1350002
1, 35, 0, 2/5, 1, 22.112, 1.085001
1, 35, 0, 2/5, 0, 20.541, 1.0849991
1, 35, 0, 2/5, 0, 14.34, 1.1350002
1, 35, 0, 2/5, 1, 17.714, 1.1350002
1, 35, 0, 2/5, 1, 21.454, 1.1350002
1, 35, 0, 2/5, 0, 19.185, 1.1350002
1, 35, 0, 2/5, 0, 24.226, 1.1350002
1, 35, 0, 2/5, 0, 21.875, 1.0849991
1, 35, 0, 2/5, 0, 8.365, 1.1350002
1, 35, 0, 2/5, 1, 24.768, 1.1350002
1, 35, 0, 2/5, 0, 19.507, 1.1350002
1, 35, 0, 2/5, 0, 23.175, 1.1350002
1, 35, 0, 2/5, 0, 24.217, 1.1350002
1, 35, 0, 2/5, 1, 18.585, 1.1350002
1, 35, 0, 2/5, 0, 31.515, 1.1350021
1, 35, 0, 2/5, 0, 29.385, 1.1350002
1, 35, 0, 2/5, 1, 19.413, 1.1350002
1, 35, 0, 1/2, 0, 25.66, 1.1350002
1, 35, 0, 1/2, 0, 18.297, 1.1349983
1, 35, 0, 1/2, 1, 20.352, 1.1350002
1, 35, 0, 1/2, 0, 22.035, 1.1350002
1, 35, 0, 1/2, 0, 21.985, 1.1350002
1, 35, 0, 1/2, 0, 20.905, 1.1350002
1, 35, 0, 1/2, 1, 20.286, 1.1350002
1, 35, 0, 1/2, 0, 19.485, 1.0849991
1, 35, 0, 1/2, 1, 25.288, 1.0849991
1, 35, 0, 1/2, 0, 17.612, 1.1350002
1, 35, 0, 1/2, 0, 26.784, 1.1350002
1, 35, 0, 1/2, 0, 20.115, 1.1350002
1, 35, 0, 1/2, 0, 22.155, 1.1350002
1, 35, 0, 1/2, 0, 18.493, 1.1350002
1, 35, 0, 1/2, 1, 23.364, 1.1350002
1, 35, 0, 1/2, 1, 21.52, 1.1350002
1, 35, 0, 1/2, 1, 25.723, 1.1350002
1, 35, 0, 1/2, 1, 23.715, 1.1350002
1, 35, 0, 1/2, 1, 15.765, 1.085001
1, 35, 0, 1/2, 0, 23.62, 1.0849991
1, 35, 1/5, 0, 0, 27.455, 1.1350002
1, 35, 1/5, 0, 0, 20.375, 1.1350002
1, 35, 1/5, 0, 1, 22.915, 1.1349983
1, 35, 1/5, 0, 0, 23.425, 1.1350002
1, 35, 1/5, 0, 1, 19.716, 1.1350002
1, 35, 1/5, 0, 1, 20.485, 1.1350002
1, 35, 1/5, 0, 0, 22.828, 1.1350002
1, 35, 1/5, 0, 1, 17.445, 1.085001
1, 35, 1/5, 0, 1, 26.045, 1.1350002
1, 35, 1/5, 0, 0, 23.46, 1.1350002
1, 35, 1/5, 0, 0, 23.765, 1.085001
1, 35, 1/5, 0, 0, 27.255, 1.1350002
1, 35, 1/5, 0, 0, 21.538, 1.1350002
1, 35, 1/5, 0, 1, 20.826, 1.0849991
1, 35, 1/5, 0, 0, 26.12, 1.1349983
1, 35, 1/5, 0, 1, 22.389, 1.1350002
1, 35, 1/5, 0, 1, 19.77, 1.0849991
1, 35, 1/5, 0, 0, 20.877, 1.1349983
1, 35, 1/5, 0, 0, 14.01, 1.1350002
1, 35, 1/5, 0, 1, 19.325, 1.1349983
1, 35, 1/5, 1/10, 0, 19.208, 1.1350002
1, 35, 1/5, 1/10, 1, 22.664, 1.085001
1, 35, 1/5, 1/10, 1, 23.888, 1.1350002
1, 35, 1/5, 1/10, 0, 22.525, 1.1350002
1, 35, 1/5, 1/10, 1, 19.012, 1.1350002
1, 35, 1/5, 1/10, 0, 11.336, 1.0849991
1, 35, 1/5, 1/10, 0, 18.628, 1.1350002
1, 35, 1/5, 1/10, 1, 32.076, 1.0849991
1, 35, 1/5, 1/10, 1, 23.497, 1.085001
1, 35, 1/5, 1/10, 1, 22.83, 1.1350002
1, 35, 1/5, 1/10, 1, 23.117, 1.0849991
1, 35, 1/5, 1/10, 1, 22.143, 1.1350002
1, 35, 1/5, 1/10, 0, 19.775, 1.085001
1, 35, 1/5, 1/10, 1, 22.541, 1.1350002
1, 35, 1/5, 1/10, 0, 32.353, 1.1349983
1, 35, 1/5, 1/10, 1, 23.269, 1.1350002
1, 35, 1/5, 1/10, 0, 24.574, 1.1350002
1, 35, 1/5, 1/10, 0, 19.685, 1.1350002
1, 35, 1/5, 1/10, 0, 19.225, 1.1350002
1, 35, 1/5, 1/10, 0, 18.985, 1.1350002
1, 35, 1/5, 1/5, 1, 18.625, 1.0849991
1, 35, 1/5, 1/5, 0, 20.585, 1.085001
1, 35, 1/5, 1/5, 0, 19.589, 1.0849991
1, 35, 1/5, 1/5, 1, 21.014, 1.1350002
1, 35, 1/5, 1/5, 1, 18.813, 1.1350002
1, 35, 1/5, 1/5, 1, 21.188, 1.1350002
1, 35, 1/5, 1/5, 0, 29.907, 1.085001
1, 35, 1/5, 1/5, 1, 22.123, 1.085001
1, 35, 1/5, 1/5, 1, 18.957, 1.0849991
1, 35, 1/5, 1/5, 1, 18.357, 1.1350002
1, 35, 1/5, 1/5, 1, 19.235, 1.0849991
1, 35, 1/5, 1/5, 0, 19.29, 1.0849991
1, 35, 1/5, 1/5, 0, 27.224, 1.0849991
1, 35, 1/5, 1/5, 0, 19.53, 1.1350002
1, 35, 1/5, 1/5, 0, 26.786, 1.085001
1, 35, 1/5, 1/5, 0, 23.256, 1.1350002
1, 35, 1/5, 1/5, 1, 20.925, 1.1350002
1, 35, 1/5, 1/5, 0, 23.985, 1.1350002
1, 35, 1/5, 1/5, 1, 24.918, 1.1350002
1, 35, 1/5, 1/5, 1, 19.085, 1.1350002
1, 35, 1/5, 3/10, 0, 24.847, 1.0849991
1, 35, 1/5, 3/10, 0, 14.267, 1.1350002
1, 35, 1/5, 3/10, 0, 21.797, 1.1349983
1, 35, 1/5, 3/10, 1, 17.63, 1.1350002
1, 35, 1/5, 3/10, 0, 23.936, 1.1349983
1, 35, 1/5, 3/10, 0, 24.049, 1.085001
1, 35, 1/5, 3/10, 0, 17.905, 1.1350002
1, 35, 1/5, 3/10, 1, 22.373, 1.1350002
1, 35, 1/5, 3/10, 1, 24.467, 1.1350002
1, 35, 1/5, 3/10, 0, 24.092, 1.1350002
1, 35, 1/5, 3/10, 0, 18.898, 1.1350002
1, 35, 1/5, 3/10, 1, 19.885, 1.1350002
1, 35, 1/5, 3/10, 0, 20.798, 1.1350002
1, 35, 1/5, 3/10, 0, 24.228, 1.1350002
1, 35, 1/5, 3/10, 1, 20.785, 1.1350002
1, 35, 1/5, 3/10, 1, 32.14, 1.1350021
1, 35, 1/5, 3/10, 0, 22.716, 1.1350002
1, 35, 1/5, 3/10, 0, 19.635, 1.0849991
1, 35, 1/5, 3/10, 0, 20.323, 1.1350002
1, 35, 1/5, 3/10, 1, 32.998, 1.1349983
1, 35, 1/5, 2/5, 0, 24.215, 1.1350002
1, 35, 1/5, 2/5, 1, 23.858, 1.1350002
1, 35, 1/5, 2/5, 1, 20.168, 1.085001
1, 35, 1/5, 2/5, 0, 20.541, 1.0849991
1, 35, 1/5, 2/5, 0, 9.165, 1.1350002
1, 35, 1/5, 2/5, 0, 14.965, 1.0849991
1, 35, 1/5, 2/5, 1, 24.19, 1.1350002
1, 35, 1/5, 2/5, 0, 22.612, 1.1350002
1, 35, 1/5, 2/5, 1, 27.241, 1.1350002
1, 35, 1/5, 2/5, 1, 22.865, 1.1350002
1, 35, 1/5, 2/5, 1, 18.485, 1.0849991
1, 35, 1/5, 2/5, 0, 17.23, 1.1350002
1, 35, 1/5, 2/5, 0, 27.292, 1.1350002
1, 35, 1/5, 2/5, 1, 21.732, 1.1350002
1, 35, 1/5, 2/5, 0, 18.596, 1.0849991
1, 35, 1/5, 2/5, 1, 26.165, 1.1349983
1, 35, 1/5, 2/5, 1, 23.451, 1.0849991
1, 35, 1/5, 2/5, 0, 22.301, 1.1350002
1, 35, 1/5, 2/5, 0, 18.77, 1.1350002
1, 35, 1/5, 2/5, 0, 21.867, 1.0849991
1, 35, 1/5, 1/2, 0, 23.75, 1.1350002
1, 35, 1/5, 1/2, 0, 21.764, 1.1350002
1, 35, 1/5, 1/2, 1, 20.525, 1.085001
1, 35, 1/5, 1/2, 0, 24.35, 1.0849991
1, 35, 1/5, 1/2, 1, 20.99, 1.085001
1, 35, 1/5, 1/2, 1, 22.837, 1.1350002
1, 35, 1/5, 1/2, 0, 26.951, 1.0849991
1, 35, 1/5, 1/2, 1, 19.055, 1.0849991
1, 35, 1/5, 1/2, 1, 12.595, 1.1349993
1, 35, 1/5, 1/2, 0, 31.203, 1.1350021
1, 35, 1/5, 1/2, 0, 21.634, 1.0849991
1, 35, 1/5, 1/2, 0, 19.735, 1.1350002
1, 35, 1/5, 1/2, 0, 23.309, 1.1350002
1, 35, 1/5, 1/2, 0, 14.915, 1.1349993
1, 35, 1/5, 1/2, 0, 23.775, 1.085001
1, 35, 1/5, 1/2, 1, 20.959, 1.1350002
1, 35, 1/5, 1/2, 0, 28.162, 1.1350002
1, 35, 1/5, 1/2, 0, 23.165, 1.1349983
1, 35, 1/5, 1/2, 0, 18.576, 1.1350002
1, 35, 1/5, 1/2, 1, 20.634, 1.1349983
1, 35, 2/5, 0, 0, 26.015, 1.1350002
1, 35, 2/5, 0, 0, 25.177, 1.1350002
1, 35, 2/5, 0, 0, 21.373, 1.085001
1, 35, 2/5, 0, 0, 23.545, 1.1350002
1, 35, 2/5, 0, 1, 12.917, 1.1350002
1, 35, 2/5, 0, 0, 18.476, 1.1350002
1, 35, 2/5, 0, 0, 19.371, 1.1350002
1, 35, 2/5, 0, 1, 24.846, 1.1350002
1, 35, 2/5, 0, 1, 20.705, 1.1350002
1, 35, 2/5, 0, 1, 20.308, 1.1350002
1, 35, 2/5, 0, 0, 20.849, 1.1349983
1, 35, 2/5, 0, 0, 30.845, 1.1350002
1, 35, 2/5, 0, 1, 23.5, 1.1350002
1, 35, 2/5, 0, 0, 22.175, 1.1350002
1, 35, 2/5, 0, 0, 18.535, 1.1350002
1, 35, 2/5, 0, 1, 23.715, 1.1350002
1, 35, 2/5, 0, 1, 21.965, 1.1350002
1, 35, 2/5, 0, 0, 24.415, 1.1349983
1, 35, 2/5, 0, 1, 21.367, 1.1350002
1, 35, 2/5, 0, 1, 17.685, 1.1350002
1, 35, 2/5, 1/10, 0, 21.791, 1.1350002
1, 35, 2/5, 1/10, 0, 20.551, 1.1350002
1, 35, 2/5, 1/10, 1, 18.173, 1.1350002
1, 35, 2/5, 1/10, 1, 27.005, 1.1350002
1, 35, 2/5, 1/10, 1, 25.315, 1.1350002
1, 35, 2/5, 1/10, 1, 20.847, 1.1350002
1, 35, 2/5, 1/10, 1, 28.498, 1.085001
1, 35, 2/5, 1/10, 1, 28.61, 1.1350002
1, 35, 2/5, 1/10, 1, 21.87, 1.0849991
1, 35, 2/5, 1/10, 0, 24.145, 1.1350002
1, 35, 2/5, 1/10, 0, 20.121, 1.1350002
1, 35, 2/5, 1/10, 0, 27.621, 1.1350002
1, 35, 2/5, 1/10, 1, 26.545, 1.1350002
1, 35, 2/5, 1/10, 1, 19.635, 1.1350002
1, 35, 2/5, 1/10, 1, 20.816, 1.1350002
1, 35, 2/5, 1/10, 1, 20.125, 1.0849991
1, 35, 2/5, 1/10, 0, 26.035, 1.1350002
1, 35, 2/5, 1/10, 0, 28.069, 1.1350002
1, 35, 2/5, 1/10, 0, 21.541, 1.0849991
1, 35, 2/5, 1/10, 0, 19.152, 1.1350002
1, 35, 2/5, 1/5, 0, 24.862, 1.1350002
1, 35, 2/5, 1/5, 0, 23.265, 1.1350002
1, 35, 2/5, 1/5, 0, 21.398, 1.1350002
1, 35, 2/5, 1/5, 0, 24.58, 1.1350002
1, 35, 2/5, 1/5, 0, 21.923, 1.1350002
1, 35, 2/5, 1/5, 0, 17.361, 1.1350002
1, 35, 2/5, 1/5, 0, 23.618, 1.1350002
1, 35, 2/5, 1/5, 1, 18.475, 1.0849991
1, 35, 2/5, 1/5, 0, 21.085, 1.1350002
1, 35, 2/5, 1/5, 1, 22.215, 1.1350002
1, 35, 2/5, 1/5, 1, 15.865, 1.1350002
1, 35, 2/5, 1/5, 1, 27.048, 1.1350002
1, 35, 2/5, 1/5, 1, 19.855, 1.1350002
1, 35, 2/5, 1/5, 1, 27.764, 1.1350002
1, 35, 2/5, 1/5, 0, 27.633, 1.1350002
1, 35, 2/5, 1/5, 0, 22.468, 1.0849991
1, 35, 2/5, 1/5, 1, 18.699, 1.1350002
1, 35, 2/5, 1/5, 0, 27.408, 1.1349983
1, 35, 2/5, 1/5, 1, 19.95, 1.1349983
1, 35, 2/5, 1/5, 0, 28.944, 1.1350002
1, 35, 2/5, 3/10, 0, 19.814, 1.1350002
1, 35, 2/5, 3/10, 1, 16.83, 1.1350002
1, 35, 2/5, 3/10, 0, 20.925, 1.085001
1, 35, 2/5, 3/10, 1, 33.318, 1.1349983
1, 35, 2/5, 3/10, 1, 22.433, 1.1350002
1, 35, 2/5, 3/10, 1, 24.973, 1.1350002
1, 35, 2/5, 3/10, 0, 18.0, 1.1350002
1, 35, 2/5, 3/10, 0, 18.605, 1.1350002
1, 35, 2/5, 3/10, 1, 21.925, 1.085001
1, 35, 2/5, 3/10, 0, 18.775, 1.1350002
1, 35, 2/5, 3/10, 1, 25.024, 1.1350002
1, 35, 2/5, 3/10, 0, 19.173, 1.0849991
1, 35, 2/5, 3/10, 0, 19.562, 1.0849991
1, 35, 2/5, 3/10, 0, 22.275, 1.1350002
1, 35, 2/5, 3/10, 0, 31.725, 1.1350021
1, 35, 2/5, 3/10, 0, 22.043, 1.085001
1, 35, 2/5, 3/10, 1, 24.033, 1.1349983
1, 35, 2/5, 3/10, 0, 22.677, 1.1350002
1, 35, 2/5, 3/10, 1, 22.125, 1.1350002
1, 35, 2/5, 3/10, 0, 17.785, 1.085001
1, 35, 2/5, 2/5, 1, 19.625, 1.1350002
1, 35, 2/5, 2/5, 1, 19.091, 1.085001
1, 35, 2/5, 2/5, 0, 19.135, 1.0849991
1, 35, 2/5, 2/5, 1, 20.026, 1.1350002
1, 35, 2/5, 2/5, 1, 22.937, 1.0849991
1, 35, 2/5, 2/5, 0, 23.587, 1.1350002
1, 35, 2/5, 2/5, 0, 22.57, 1.1350002
1, 35, 2/5, 2/5, 0, 23.517, 1.0849991
1, 35, 2/5, 2/5, 0, 21.787, 1.1350002
1, 35, 2/5, 2/5, 1, 22.707, 1.1349983
1, 35, 2/5, 2/5, 1, 21.247, 1.1350002
