D2, TICKS, ALPHA, EGS, ACCURACY, PROBLEM, CHOICE
1, 35, 2/5, 2/5, 1, 22.248, 1.085001
1, 35, 2/5, 2/5, 0, 18.442, 1.085001
1, 35, 2/5, 2/5, 1, 27.826, 1.1350002
1, 35, 2/5, 2/5, 0, 24.194, 1.1350002
1, 35, 2/5, 2/5, 1, 20.455, 1.1350002
1, 35, 2/5, 2/5, 1, 35.633, 1.1350021
1, 35, 2/5, 2/5, 0, 23.228, 1.0849991
1, 35, 2/5, 2/5, 1, 19.234, 1.085001
1, 35, 2/5, 2/5, 0, 21.007, 1.1350002
1, 35, 2/5, 1/2, 1, 22.227, 1.1350002
1, 35, 2/5, 1/2, 0, 17.7, 1.1349983
1, 35, 2/5, 1/2, 0, 17.852, 1.1350002
1, 35, 2/5, 1/2, 0, 18.38, 1.1350002
1, 35, 2/5, 1/2, 0, 17.987, 1.1350002
1, 35, 2/5, 1/2, 0, 16.516, 1.1349983
1, 35, 2/5, 1/2, 0, 17.453, 1.085001
1, 35, 2/5, 1/2, 1, 19.035, 1.1350002
1, 35, 2/5, 1/2, 0, 18.55, 1.085001
1, 35, 2/5, 1/2, 0, 21.935, 1.1350002
1, 35, 2/5, 1/2, 0, 19.283, 1.1349983
1, 35, 2/5, 1/2, 1, 24.857, 1.1350002
1, 35, 2/5, 1/2, 1, 25.13, 1.1350002
1, 35, 2/5, 1/2, 0, 20.49, 1.1350002
1, 35, 2/5, 1/2, 1, 23.794, 1.1350002
1, 35, 2/5, 1/2, 1, 22.541, 1.1350002
1, 35, 2/5, 1/2, 0, 21.805, 1.1350002
1, 35, 2/5, 1/2, 1, 23.741, 1.1350002
1, 35, 2/5, 1/2, 0, 32.417, 1.1349983
1, 35, 2/5, 1/2, 1, 25.544, 1.1350002
1, 35, 3/5, 0, 1, 18.915, 1.0849991
1, 35, 3/5, 0, 0, 21.224, 1.1349983
1, 35, 3/5, 0, 0, 22.39, 1.1350002
1, 35, 3/5, 0, 1, 22.907, 1.1350002
1, 35, 3/5, 0, 0, 23.325, 1.0849991
1, 35, 3/5, 0, 1, 24.762, 1.1350002
1, 35, 3/5, 0, 0, 25.243, 1.1350002
1, 35, 3/5, 0, 0, 25.794, 1.0849991
1, 35, 3/5, 0, 1, 22.275, 1.085001
1, 35, 3/5, 0, 1, 18.285, 1.1350002
1, 35, 3/5, 0, 0, 21.905, 1.1350002
1, 35, 3/5, 0, 0, 23.025, 1.085001
1, 35, 3/5, 0, 0, 19.889, 1.085001
1, 35, 3/5, 0, 1, 25.024, 1.0849991
1, 35, 3/5, 0, 1, 19.035, 1.085001
1, 35, 3/5, 0, 0, 18.035, 1.1350002
1, 35, 3/5, 0, 1, 20.404, 1.1350002
1, 35, 3/5, 0, 0, 22.441, 1.0849991
1, 35, 3/5, 0, 0, 11.205, 1.1350002
1, 35, 3/5, 0, 1, 25.557, 1.1350002
1, 35, 3/5, 1/10, 1, 22.968, 1.1350002
1, 35, 3/5, 1/10, 1, 29.664, 1.085001
1, 35, 3/5, 1/10, 1, 22.267, 1.1350002
1, 35, 3/5, 1/10, 1, 22.391, 1.1349983
1, 35, 3/5, 1/10, 0, 30.623, 1.1350002
1, 35, 3/5, 1/10, 0, 17.935, 1.1350002
1, 35, 3/5, 1/10, 1, 21.656, 1.1350002
1, 35, 3/5, 1/10, 0, 17.219, 1.1350002
1, 35, 3/5, 1/10, 0, 20.913, 1.1350002
1, 35, 3/5, 1/10, 1, 21.064, 1.1350002
1, 35, 3/5, 1/10, 1, 18.543, 1.1350002
1, 35, 3/5, 1/10, 1, 22.175, 1.085001
1, 35, 3/5, 1/10, 0, 20.758, 1.1350002
1, 35, 3/5, 1/10, 0, 27.28, 1.1350002
1, 35, 3/5, 1/10, 0, 20.838, 1.1350002
1, 35, 3/5, 1/10, 1, 20.778, 1.085001
1, 35, 3/5, 1/10, 0, 27.163, 1.1350002
1, 35, 3/5, 1/10, 1, 20.23, 1.085001
1, 35, 3/5, 1/10, 1, 14.98, 1.1350002
1, 35, 3/5, 1/10, 0, 19.746, 1.1350002
1, 35, 3/5, 1/5, 1, 27.505, 1.1350002
1, 35, 3/5, 1/5, 1, 26.602, 1.085001
1, 35, 3/5, 1/5, 0, 22.525, 1.085001
1, 35, 3/5, 1/5, 1, 16.855, 1.1350002
1, 35, 3/5, 1/5, 0, 25.515, 1.1350002
1, 35, 3/5, 1/5, 1, 14.23, 1.1350002
1, 35, 3/5, 1/5, 1, 22.376, 1.085001
1, 35, 3/5, 1/5, 1, 27.756, 1.1350002
1, 35, 3/5, 1/5, 0, 22.881, 1.1350002
1, 35, 3/5, 1/5, 1, 21.836, 1.1350002
1, 35, 3/5, 1/5, 0, 25.765, 1.085001
1, 35, 3/5, 1/5, 1, 21.624, 1.1350002
1, 35, 3/5, 1/5, 1, 30.958, 1.1349983
1, 35, 3/5, 1/5, 0, 21.245, 1.0849991
1, 35, 3/5, 1/5, 0, 12.888, 1.1350002
1, 35, 3/5, 1/5, 0, 20.534, 1.1350002
1, 35, 3/5, 1/5, 1, 22.522, 1.1350002
1, 35, 3/5, 1/5, 1, 24.556, 1.1350002
1, 35, 3/5, 1/5, 1, 21.108, 1.1350002
1, 35, 3/5, 1/5, 1, 24.692, 1.1350002
1, 35, 3/5, 3/10, 1, 21.375, 1.1350002
1, 35, 3/5, 3/10, 1, 21.437, 1.1350002
1, 35, 3/5, 3/10, 1, 21.671, 1.085001
1, 35, 3/5, 3/10, 1, 18.705, 1.1350002
1, 35, 3/5, 3/10, 0, 22.005, 1.1350002
1, 35, 3/5, 3/10, 0, 22.424, 1.1350002
1, 35, 3/5, 3/10, 0, 8.876, 1.1349993
1, 35, 3/5, 3/10, 1, 23.22, 1.1350002
1, 35, 3/5, 3/10, 1, 26.456, 1.085001
1, 35, 3/5, 3/10, 0, 25.64, 1.1350002
1, 35, 3/5, 3/10, 1, 21.975, 1.0849991
1, 35, 3/5, 3/10, 1, 18.385, 1.1350002
1, 35, 3/5, 3/10, 1, 26.399, 1.0849991
1, 35, 3/5, 3/10, 0, 27.265, 1.085001
1, 35, 3/5, 3/10, 0, 20.15, 1.085001
1, 35, 3/5, 3/10, 1, 29.679, 1.1349983
1, 35, 3/5, 3/10, 0, 20.225, 1.1350002
1, 35, 3/5, 3/10, 1, 21.52, 1.0849991
1, 35, 3/5, 3/10, 1, 23.756, 1.1350002
1, 35, 3/5, 3/10, 0, 19.525, 1.1350002
1, 35, 3/5, 2/5, 1, 21.425, 1.1350002
1, 35, 3/5, 2/5, 1, 20.635, 1.1350002
1, 35, 3/5, 2/5, 1, 24.195, 1.085001
1, 35, 3/5, 2/5, 1, 22.383, 1.1350002
1, 35, 3/5, 2/5, 1, 21.835, 1.1350002
1, 35, 3/5, 2/5, 1, 18.375, 1.1350002
1, 35, 3/5, 2/5, 0, 26.672, 1.1349983
1, 35, 3/5, 2/5, 1, 22.546, 1.1350002
1, 35, 3/5, 2/5, 1, 20.873, 1.1350002
1, 35, 3/5, 2/5, 0, 19.58, 1.1350002
1, 35, 3/5, 2/5, 1, 30.303, 1.1350002
1, 35, 3/5, 2/5, 1, 21.63, 1.1350002
1, 35, 3/5, 2/5, 0, 27.63, 1.1350002
1, 35, 3/5, 2/5, 1, 20.105, 1.1350002
1, 35, 3/5, 2/5, 0, 26.078, 1.1350002
1, 35, 3/5, 2/5, 0, 27.711, 1.0849991
1, 35, 3/5, 2/5, 1, 20.439, 1.1350002
1, 35, 3/5, 2/5, 1, 23.415, 1.1349983
1, 35, 3/5, 2/5, 0, 21.135, 1.1350002
1, 35, 3/5, 2/5, 0, 18.835, 1.1350002
1, 35, 3/5, 1/2, 0, 27.267, 1.1350002
1, 35, 3/5, 1/2, 0, 17.741, 1.1350002
1, 35, 3/5, 1/2, 0, 26.569, 1.1350002
1, 35, 3/5, 1/2, 0, 15.744, 1.085001
1, 35, 3/5, 1/2, 0, 22.693, 1.1349983
1, 35, 3/5, 1/2, 1, 20.471, 1.1350002
1, 35, 3/5, 1/2, 0, 25.391, 1.1349983
1, 35, 3/5, 1/2, 0, 29.666, 1.1350002
1, 35, 3/5, 1/2, 1, 19.464, 1.0849991
1, 35, 3/5, 1/2, 0, 13.248, 1.1350002
1, 35, 3/5, 1/2, 1, 15.065, 1.1350002
1, 35, 3/5, 1/2, 0, 23.542, 1.1350002
1, 35, 3/5, 1/2, 1, 29.513, 1.0849991
1, 35, 3/5, 1/2, 1, 23.353, 1.0849991
1, 35, 3/5, 1/2, 1, 21.019, 1.1350002
1, 35, 3/5, 1/2, 1, 21.268, 1.1350002
1, 35, 3/5, 1/2, 0, 22.57, 1.1350002
1, 35, 3/5, 1/2, 0, 18.491, 1.085001
1, 35, 3/5, 1/2, 1, 22.775, 1.1350002
1, 35, 3/5, 1/2, 0, 24.692, 1.1350002
1, 35, 4/5, 0, 0, 23.255, 1.1350002
1, 35, 4/5, 0, 0, 21.421, 1.1350002
1, 35, 4/5, 0, 1, 21.214, 1.0849991
1, 35, 4/5, 0, 1, 33.645, 1.1349983
1, 35, 4/5, 0, 1, 24.518, 1.1350002
1, 35, 4/5, 0, 0, 18.925, 1.1350002
1, 35, 4/5, 0, 1, 23.053, 1.1350002
1, 35, 4/5, 0, 0, 20.384, 1.1349983
1, 35, 4/5, 0, 1, 24.514, 1.085001
1, 35, 4/5, 0, 0, 27.701, 1.0849991
1, 35, 4/5, 0, 1, 19.625, 1.0849991
1, 35, 4/5, 0, 1, 19.675, 1.1350002
1, 35, 4/5, 0, 1, 18.185, 1.085001
1, 35, 4/5, 0, 1, 20.085, 1.1350002
1, 35, 4/5, 0, 0, 20.935, 1.1350002
1, 35, 4/5, 0, 0, 20.688, 1.085001
1, 35, 4/5, 0, 0, 23.532, 1.1350002
1, 35, 4/5, 0, 1, 19.645, 1.1350002
1, 35, 4/5, 0, 0, 25.015, 1.085001
1, 35, 4/5, 0, 0, 12.725, 1.1349993
1, 35, 4/5, 1/10, 0, 22.163, 1.1350002
1, 35, 4/5, 1/10, 1, 19.543, 1.085001
1, 35, 4/5, 1/10, 0, 20.886, 1.1350002
1, 35, 4/5, 1/10, 1, 20.493, 1.1350002
1, 35, 4/5, 1/10, 1, 21.425, 1.1350002
1, 35, 4/5, 1/10, 1, 27.315, 1.1350002
1, 35, 4/5, 1/10, 0, 24.74, 1.1350002
1, 35, 4/5, 1/10, 0, 24.415, 1.0849991
1, 35, 4/5, 1/10, 0, 23.083, 1.0849991
1, 35, 4/5, 1/10, 1, 21.525, 1.1350002
1, 35, 4/5, 1/10, 1, 14.006, 1.1350012
1, 35, 4/5, 1/10, 1, 22.801, 1.0849991
1, 35, 4/5, 1/10, 0, 19.749, 1.1350002
1, 35, 4/5, 1/10, 1, 24.315, 1.1350002
1, 35, 4/5, 1/10, 0, 23.994, 1.1350002
1, 35, 4/5, 1/10, 1, 25.61, 1.1350002
1, 35, 4/5, 1/10, 0, 22.849, 1.1349983
1, 35, 4/5, 1/10, 0, 24.252, 1.0849991
1, 35, 4/5, 1/10, 1, 20.125, 1.1350002
1, 35, 4/5, 1/10, 1, 23.802, 1.1350002
1, 35, 4/5, 1/5, 1, 22.185, 1.1350002
1, 35, 4/5, 1/5, 1, 23.795, 1.1350002
1, 35, 4/5, 1/5, 0, 18.92, 1.1350002
1, 35, 4/5, 1/5, 1, 19.235, 1.1350002
1, 35, 4/5, 1/5, 1, 22.31, 1.1350002
1, 35, 4/5, 1/5, 1, 24.508, 1.1350002
1, 35, 4/5, 1/5, 0, 19.993, 1.1350002
1, 35, 4/5, 1/5, 1, 23.026, 1.085001
1, 35, 4/5, 1/5, 1, 23.691, 1.0849991
1, 35, 4/5, 1/5, 1, 24.772, 1.1350002
1, 35, 4/5, 1/5, 0, 20.909, 1.1350002
1, 35, 4/5, 1/5, 1, 24.788, 1.0849991
1, 35, 4/5, 1/5, 0, 22.588, 1.1350002
1, 35, 4/5, 1/5, 1, 20.2, 1.1349983
1, 35, 4/5, 1/5, 1, 24.59, 1.1350002
1, 35, 4/5, 1/5, 1, 21.208, 1.1350002
1, 35, 4/5, 1/5, 1, 16.785, 1.085001
1, 35, 4/5, 1/5, 1, 24.88, 1.085001
1, 35, 4/5, 1/5, 1, 17.959, 1.085001
1, 35, 4/5, 1/5, 1, 29.223, 1.1350002
1, 35, 4/5, 3/10, 1, 19.514, 1.1350002
1, 35, 4/5, 3/10, 1, 22.725, 1.1350002
1, 35, 4/5, 3/10, 0, 17.435, 1.1350002
1, 35, 4/5, 3/10, 0, 28.585, 1.1350002
1, 35, 4/5, 3/10, 1, 27.945, 1.1350002
1, 35, 4/5, 3/10, 0, 22.886, 1.085001
1, 35, 4/5, 3/10, 1, 23.725, 1.0849991
1, 35, 4/5, 3/10, 1, 25.565, 1.0849991
1, 35, 4/5, 3/10, 1, 23.883, 1.1350002
1, 35, 4/5, 3/10, 0, 17.485, 1.1350002
1, 35, 4/5, 3/10, 1, 17.912, 1.1350002
1, 35, 4/5, 3/10, 0, 23.755, 1.1350002
1, 35, 4/5, 3/10, 1, 25.445, 1.1350002
1, 35, 4/5, 3/10, 1, 21.213, 1.085001
1, 35, 4/5, 3/10, 0, 21.318, 1.1349983
1, 35, 4/5, 3/10, 1, 18.472, 1.1350002
1, 35, 4/5, 3/10, 0, 21.26, 1.0849991
1, 35, 4/5, 3/10, 1, 19.535, 1.085001
1, 35, 4/5, 3/10, 1, 20.143, 1.1350002
1, 35, 4/5, 3/10, 0, 23.425, 1.1350002
1, 35, 4/5, 2/5, 1, 14.965, 1.1350002
1, 35, 4/5, 2/5, 0, 18.527, 1.1350002
1, 35, 4/5, 2/5, 0, 20.835, 1.085001
1, 35, 4/5, 2/5, 0, 25.884, 1.1349983
1, 35, 4/5, 2/5, 1, 20.469, 1.1350002
1, 35, 4/5, 2/5, 0, 25.28, 1.1350002
1, 35, 4/5, 2/5, 0, 19.785, 1.085001
1, 35, 4/5, 2/5, 0, 21.972, 1.1350002
1, 35, 4/5, 2/5, 0, 27.289, 1.1350002
1, 35, 4/5, 2/5, 0, 17.332, 1.1349983
1, 35, 4/5, 2/5, 1, 12.843, 1.1349993
1, 35, 4/5, 2/5, 0, 23.994, 1.1350002
1, 35, 4/5, 2/5, 1, 20.497, 1.1350002
1, 35, 4/5, 2/5, 0, 16.66, 1.085001
1, 35, 4/5, 2/5, 1, 20.475, 1.1350002
1, 35, 4/5, 2/5, 1, 24.303, 1.085001
1, 35, 4/5, 2/5, 0, 27.968, 1.0849991
1, 35, 4/5, 2/5, 1, 21.888, 1.1350002
1, 35, 4/5, 2/5, 0, 18.285, 1.1350002
1, 35, 4/5, 2/5, 0, 21.547, 1.1349983
1, 35, 4/5, 1/2, 0, 18.025, 1.1350002
1, 35, 4/5, 1/2, 1, 21.548, 1.1350002
1, 35, 4/5, 1/2, 0, 24.421, 1.1350002
1, 35, 4/5, 1/2, 1, 24.897, 1.1350002
1, 35, 4/5, 1/2, 0, 20.622, 1.085001
1, 35, 4/5, 1/2, 1, 20.125, 1.0849991
1, 35, 4/5, 1/2, 1, 20.007, 1.0849991
1, 35, 4/5, 1/2, 0, 27.696, 1.1350002
1, 35, 4/5, 1/2, 1, 22.193, 1.1349983
1, 35, 4/5, 1/2, 0, 25.098, 1.085001
1, 35, 4/5, 1/2, 0, 21.339, 1.1350002
1, 35, 4/5, 1/2, 0, 29.467, 1.085001
1, 35, 4/5, 1/2, 0, 21.465, 1.0849991
1, 35, 4/5, 1/2, 0, 22.763, 1.1350002
1, 35, 4/5, 1/2, 0, 21.717, 1.1350002
1, 35, 4/5, 1/2, 1, 22.831, 1.1350002
1, 35, 4/5, 1/2, 0, 18.985, 1.1350002
1, 35, 4/5, 1/2, 0, 20.247, 1.1350002
1, 35, 4/5, 1/2, 0, 27.599, 1.1349983
1, 35, 4/5, 1/2, 1, 23.967, 1.085001
1, 40, 0, 0, 0, 17.777, 1.0849991
1, 40, 0, 0, 1, 20.252, 1.1349983
1, 40, 0, 0, 1, 26.87, 1.1349983
1, 40, 0, 0, 0, 18.851, 1.085001
1, 40, 0, 0, 0, 22.871, 1.1350002
1, 40, 0, 0, 0, 21.643, 1.1350002
1, 40, 0, 0, 0, 21.175, 1.1350002
1, 40, 0, 0, 1, 19.235, 1.1350002
1, 40, 0, 0, 0, 23.398, 1.1350002
1, 40, 0, 0, 1, 16.945, 1.1350002
1, 40, 0, 0, 0, 28.356, 1.1349983
1, 40, 0, 0, 0, 24.69, 1.0849991
1, 40, 0, 0, 1, 18.397, 1.1350002
1, 40, 0, 0, 1, 20.869, 1.085001
1, 40, 0, 0, 1, 23.374, 1.1350002
1, 40, 0, 0, 1, 19.175, 1.085001
1, 40, 0, 0, 0, 20.561, 1.1349983
1, 40, 0, 0, 0, 29.163, 1.1350002
1, 40, 0, 0, 1, 21.623, 1.085001
1, 40, 0, 0, 1, 24.17, 1.1350002
1, 40, 0, 1/10, 1, 21.667, 1.085001
1, 40, 0, 1/10, 0, 24.97, 1.1350002
1, 40, 0, 1/10, 0, 20.39, 1.085001
1, 40, 0, 1/10, 0, 23.465, 1.1350002
1, 40, 0, 1/10, 0, 29.323, 1.1350002
1, 40, 0, 1/10, 1, 22.107, 1.1350002
1, 40, 0, 1/10, 1, 28.118, 1.0849991
1, 40, 0, 1/10, 0, 19.235, 1.1350002
1, 40, 0, 1/10, 1, 19.835, 1.1350002
1, 40, 0, 1/10, 0, 23.289, 1.085001
1, 40, 0, 1/10, 1, 29.573, 1.085001
1, 40, 0, 1/10, 0, 22.77, 1.1350002
1, 40, 0, 1/10, 0, 24.557, 1.085001
1, 40, 0, 1/10, 0, 21.725, 1.1350002
1, 40, 0, 1/10, 0, 20.652, 1.1350002
1, 40, 0, 1/10, 1, 18.49, 1.1350002
1, 40, 0, 1/10, 1, 22.672, 1.1349983
1, 40, 0, 1/10, 0, 26.905, 1.1350002
1, 40, 0, 1/10, 1, 19.985, 1.1350002
1, 40, 0, 1/10, 0, 25.177, 1.1350002
1, 40, 0, 1/5, 0, 12.579, 1.1349993
1, 40, 0, 1/5, 1, 20.129, 1.085001
1, 40, 0, 1/5, 0, 20.639, 1.1350002
1, 40, 0, 1/5, 1, 26.155, 1.0849991
1, 40, 0, 1/5, 1, 20.075, 1.1349983
1, 40, 0, 1/5, 0, 25.071, 1.1350002
1, 40, 0, 1/5, 0, 19.195, 1.085001
1, 40, 0, 1/5, 1, 25.256, 1.1350002
1, 40, 0, 1/5, 1, 21.89, 1.085001
1, 40, 0, 1/5, 0, 12.575, 1.1350002
1, 40, 0, 1/5, 0, 20.788, 1.1350002
1, 40, 0, 1/5, 0, 26.485, 1.1350002
1, 40, 0, 1/5, 0, 21.868, 1.1350002
1, 40, 0, 1/5, 0, 20.662, 1.1350002
1, 40, 0, 1/5, 0, 20.628, 1.1350002
1, 40, 0, 1/5, 1, 18.809, 1.1350002
1, 40, 0, 1/5, 1, 17.77, 1.0849991
1, 40, 0, 1/5, 0, 22.513, 1.0849991
1, 40, 0, 1/5, 0, 19.728, 1.1350002
1, 40, 0, 1/5, 1, 20.8, 1.1350002
1, 40, 0, 3/10, 0, 19.645, 1.1350002
1, 40, 0, 3/10, 1, 25.691, 1.1350002
1, 40, 0, 3/10, 0, 12.972, 1.085
1, 40, 0, 3/10, 0, 21.614, 1.1350002
1, 40, 0, 3/10, 0, 26.011, 1.085001
1, 40, 0, 3/10, 0, 24.025, 1.085001
1, 40, 0, 3/10, 0, 20.955, 1.1350002
1, 40, 0, 3/10, 0, 21.275, 1.085001
1, 40, 0, 3/10, 0, 22.447, 1.1350002
1, 40, 0, 3/10, 1, 24.065, 1.1350002
1, 40, 0, 3/10, 1, 22.378, 1.1350002
1, 40, 0, 3/10, 1, 22.161, 1.1350002
1, 40, 0, 3/10, 1, 22.93, 1.1350002
1, 40, 0, 3/10, 1, 25.486, 1.1350002
1, 40, 0, 3/10, 1, 22.479, 1.1350002
1, 40, 0, 3/10, 0, 22.125, 1.1350002
1, 40, 0, 3/10, 0, 21.523, 1.0849991
1, 40, 0, 3/10, 1, 21.924, 1.1350002
1, 40, 0, 3/10, 0, 19.787, 1.1350002
1, 40, 0, 3/10, 0, 19.453, 1.085001
1, 40, 0, 2/5, 0, 18.7, 1.1349983
1, 40, 0, 2/5, 1, 18.548, 1.1350002
1, 40, 0, 2/5, 0, 21.163, 1.1350002
1, 40, 0, 2/5, 1, 23.745, 1.1349983
1, 40, 0, 2/5, 1, 24.721, 1.1350002
1, 40, 0, 2/5, 1, 20.785, 1.1350002
1, 40, 0, 2/5, 1, 27.244, 1.1350002
1, 40, 0, 2/5, 1, 23.048, 1.1350002
1, 40, 0, 2/5, 1, 22.488, 1.1349983
1, 40, 0, 2/5, 0, 20.75, 1.1350002
1, 40, 0, 2/5, 1, 20.046, 1.085001
1, 40, 0, 2/5, 0, 24.897, 1.1350002
1, 40, 0, 2/5, 0, 17.935, 1.085001
1, 40, 0, 2/5, 0, 19.285, 1.085001
1, 40, 0, 2/5, 1, 21.925, 1.1350002
1, 40, 0, 2/5, 0, 25.341, 1.085001
1, 40, 0, 2/5, 1, 20.671, 1.085001
1, 40, 0, 2/5, 1, 20.285, 1.1350002
1, 40, 0, 2/5, 0, 19.717, 1.1350002
1, 40, 0, 2/5, 1, 19.585, 1.1350002
1, 40, 0, 1/2, 0, 24.13, 1.1350002
1, 40, 0, 1/2, 0, 23.209, 1.1350002
1, 40, 0, 1/2, 1, 24.475, 1.1350002
1, 40, 0, 1/2, 0, 22.754, 1.1350002
1, 40, 0, 1/2, 1, 21.335, 1.1350002
1, 40, 0, 1/2, 1, 25.248, 1.1350002
1, 40, 0, 1/2, 0, 21.325, 1.1349983
1, 40, 0, 1/2, 0, 18.377, 1.0849991
1, 40, 0, 1/2, 0, 21.047, 1.1349983
1, 40, 0, 1/2, 0, 23.478, 1.1350002
1, 40, 0, 1/2, 0, 19.859, 1.085001
1, 40, 0, 1/2, 0, 17.999, 1.1350002
1, 40, 0, 1/2, 0, 23.625, 1.1350002
1, 40, 0, 1/2, 0, 24.545, 1.1350002
1, 40, 0, 1/2, 0, 21.259, 1.1349983
1, 40, 0, 1/2, 0, 22.381, 1.1350002
1, 40, 0, 1/2, 0, 17.335, 1.085001
1, 40, 0, 1/2, 1, 20.625, 1.1350002
1, 40, 0, 1/2, 1, 29.792, 1.085001
1, 40, 0, 1/2, 1, 25.144, 1.1350002
1, 40, 1/5, 0, 0, 29.681, 1.085001
1, 40, 1/5, 0, 0, 24.38, 1.1350002
1, 40, 1/5, 0, 0, 17.873, 1.1350002
1, 40, 1/5, 0, 0, 20.314, 1.1350002
1, 40, 1/5, 0, 0, 21.605, 1.085001
1, 40, 1/5, 0, 0, 20.422, 1.0849991
1, 40, 1/5, 0, 0, 18.785, 1.1350002
1, 40, 1/5, 0, 1, 22.205, 1.085001
1, 40, 1/5, 0, 0, 23.84, 1.1350002
1, 40, 1/5, 0, 1, 15.269, 1.1350002
1, 40, 1/5, 0, 1, 21.035, 1.085001
1, 40, 1/5, 0, 1, 20.735, 1.1350002
1, 40, 1/5, 0, 0, 24.284, 1.0849991
1, 40, 1/5, 0, 0, 34.243, 1.1349983
1, 40, 1/5, 0, 0, 20.685, 1.1350002
1, 40, 1/5, 0, 1, 17.413, 1.0849991
1, 40, 1/5, 0, 0, 20.871, 1.0849991
1, 40, 1/5, 0, 1, 26.947, 1.1350002
1, 40, 1/5, 0, 0, 22.671, 1.1350002
1, 40, 1/5, 0, 0, 19.127, 1.1349983
1, 40, 1/5, 1/10, 1, 24.777, 1.1350002
1, 40, 1/5, 1/10, 1, 19.435, 1.1350002
1, 40, 1/5, 1/10, 1, 21.754, 1.1350002
1, 40, 1/5, 1/10, 1, 27.349, 1.1349983
1, 40, 1/5, 1/10, 0, 13.025, 1.1350002
1, 40, 1/5, 1/10, 1, 23.369, 1.085001
1, 40, 1/5, 1/10, 0, 27.913, 1.1350002
1, 40, 1/5, 1/10, 0, 23.35, 1.1350002
1, 40, 1/5, 1/10, 1, 23.675, 1.1350002
1, 40, 1/5, 1/10, 1, 24.13, 1.1350002
1, 40, 1/5, 1/10, 0, 28.774, 1.1350002
1, 40, 1/5, 1/10, 0, 22.661, 1.085001
1, 40, 1/5, 1/10, 0, 19.635, 1.1350002
1, 40, 1/5, 1/10, 0, 23.515, 1.1350002
1, 40, 1/5, 1/10, 0, 22.422, 1.1349983
1, 40, 1/5, 1/10, 0, 24.058, 1.1350002
1, 40, 1/5, 1/10, 0, 18.256, 1.1350002
1, 40, 1/5, 1/10, 1, 22.025, 1.085001
1, 40, 1/5, 1/10, 1, 21.087, 1.1350002
1, 40, 1/5, 1/10, 1, 22.505, 1.1350002
1, 40, 1/5, 1/5, 0, 21.62, 1.1349983
1, 40, 1/5, 1/5, 1, 18.216, 1.1350002
1, 40, 1/5, 1/5, 0, 21.636, 1.1350002
1, 40, 1/5, 1/5, 1, 26.418, 1.1350002
1, 40, 1/5, 1/5, 0, 21.625, 1.1350002
1, 40, 1/5, 1/5, 1, 20.662, 1.0849991
1, 40, 1/5, 1/5, 1, 19.153, 1.085001
1, 40, 1/5, 1/5, 1, 19.585, 1.1350002
1, 40, 1/5, 1/5, 1, 21.381, 1.0849991
1, 40, 1/5, 1/5, 0, 23.322, 1.1350002
1, 40, 1/5, 1/5, 1, 22.121, 1.0849991
1, 40, 1/5, 1/5, 1, 19.123, 1.1350002
1, 40, 1/5, 1/5, 1, 18.518, 1.085001
1, 40, 1/5, 1/5, 0, 22.981, 1.1349983
1, 40, 1/5, 1/5, 1, 23.029, 1.085001
1, 40, 1/5, 1/5, 1, 31.76, 1.1350021
1, 40, 1/5, 1/5, 1, 21.175, 1.1350002
1, 40, 1/5, 1/5, 1, 24.946, 1.1350002
1, 40, 1/5, 1/5, 0, 25.594, 1.1350002
1, 40, 1/5, 1/5, 1, 13.226, 1.1350002
1, 40, 1/5, 3/10, 0, 23.565, 1.1350002
1, 40, 1/5, 3/10, 1, 17.504, 1.1350002
1, 40, 1/5, 3/10, 0, 23.099, 1.1349983
1, 40, 1/5, 3/10, 0, 25.38, 1.1350002
1, 40, 1/5, 3/10, 1, 25.091, 1.1350002
1, 40, 1/5, 3/10, 1, 22.575, 1.0849991
1, 40, 1/5, 3/10, 1, 27.163, 1.1350002
1, 40, 1/5, 3/10, 0, 21.317, 1.1350002
1, 40, 1/5, 3/10, 0, 19.387, 1.1350002
1, 40, 1/5, 3/10, 1, 20.242, 1.0849991
1, 40, 1/5, 3/10, 0, 21.702, 1.085001
1, 40, 1/5, 3/10, 1, 20.075, 1.1349983
1, 40, 1/5, 3/10, 1, 25.332, 1.1349983
1, 40, 1/5, 3/10, 1, 30.132, 1.1349983
1, 40, 1/5, 3/10, 0, 22.465, 1.0849991
1, 40, 1/5, 3/10, 1, 17.346, 1.1350002
1, 40, 1/5, 3/10, 0, 16.215, 1.1350002
1, 40, 1/5, 3/10, 1, 25.54, 1.0849991
1, 40, 1/5, 3/10, 1, 27.68, 1.1350002
1, 40, 1/5, 3/10, 1, 18.82, 1.1350002
1, 40, 1/5, 2/5, 0, 28.187, 1.0849991
1, 40, 1/5, 2/5, 0, 20.404, 1.085001
1, 40, 1/5, 2/5, 0, 17.735, 1.1350002
1, 40, 1/5, 2/5, 0, 20.375, 1.1350002
1, 40, 1/5, 2/5, 1, 18.625, 1.1350002
1, 40, 1/5, 2/5, 0, 18.268, 1.1350002
1, 40, 1/5, 2/5, 0, 22.264, 1.1350002
1, 40, 1/5, 2/5, 0, 17.197, 1.1350002
1, 40, 1/5, 2/5, 1, 22.225, 1.1350002
1, 40, 1/5, 2/5, 0, 19.235, 1.1350002
1, 40, 1/5, 2/5, 0, 24.523, 1.1350002
1, 40, 1/5, 2/5, 0, 25.265, 1.085001
